看板 job,https://www.ptt.cc/bbs/job/M.1611027263.A.1EA.html,jinmaw (金毛),[台北] 台大醫院內科賴俊夫醫師誠徵專任研究助理,Tue Jan 19 11:34:18 2021,0,"




請各位資方配合遵守。


台大醫院內科


專任研究助理



1. 分子生物學實驗、細胞培養與動物實驗。
2. 文獻收集與實驗數據整理。
3. 與研究相關之行政事務。


1. 自然科學、生命科學相關科系碩士/大學畢。
2. 曾參與生命科學或生物醫學研究，熟悉動物實驗與flow cytometry and cell sorting
   技術者尤佳。

台大醫院與醫學院研究室、實驗動物中心。


周一至周五8點到17點（可彈性調整）午休一小時。


周休二日


台大醫院樓下微風賣場九折



依“國立臺灣大學計畫專任研究助理支給參考表”，學士畢第一年32,466元起、碩士畢第
一年37,132元起，依研究年資敘薪，並享勞健保與年終，薪資優於前科技部薪資標準。表
現優秀者視情況加給。

1


涂小姐 電話：02-23123456 ext. 63156
                   e-mail ：



意者請email或來電詢問，主旨註明「應徵專任研究助理—姓名」附上個人履歷含自傳，
符合條件者會通知面試。

工作環境氣氛佳，主管同事超親切。若能長期工作者優先錄用。

--
"
看板 job,https://www.ptt.cc/bbs/job/M.1611026715.A.EE5.html,ctxgag (),[北部] 輔仁大學醫學系誠徵專任研究助理,Tue Jan 19 11:25:13 2021,0,"




請各位資方配合遵守。













        沒有內容 會被刪文!!





















     請勿寫勞健保 無勞健保是違法的
     此欄請寫額外的福利







月薪未達24000元 會被刪文
時薪工作請貼Part-Time板









--
"
看板 job,https://www.ptt.cc/bbs/job/M.1611024320.A.F85.html,ppanita (),[北部] 交通大學誠徵碩(學)士級研究助理一名,Tue Jan 19 10:45:18 2021,0,"


請各位資方配合遵守。

【公司名稱】
國立交通大學

【工作職缺】
碩(學)士級研究助理一員

【工作內容】
一.PVD鍍膜實驗助理一員
(1)鍍膜機台使用
(2)設計實驗、分析實驗結果、實驗結果報告整理
(3)採購實驗所需設備及耗材
(4)量測機台使用及數據整理(電子顯微鏡、X ray、AFM等)
(5)臨時交辦事項

【徵求條件】
學歷:大學以上畢業
科系:理工科系。材料、化學相關科系為佳
工作經驗：工作經驗不拘，有實驗經驗尤佳。
須具備基礎Office文書處理能力(Word、Excel、Powerpoint)
具研究科學之熱誠，具備分析實驗結果並設計實驗之能力尤佳

其他:工作態度主動、認真負責、樂於與人溝通及合作。

本職缺需反覆操作機台及實驗之重複性高，例行工作較多，適合喜歡獨立作業且不排斥重
複性工作者。

【工作地點】
國立交通大學(新竹市東區大學路1001號工程六館)

【雇用期間】
試用期三個月

【工作時間】
週休二日，休假依照國立交通大學行事曆
9:00~18:00(午休一小時)

【公司福利】
1.5月年終獎金
比照交大專任計畫人員

【薪資範圍】
學士 約34K-40K，依個人能力專長調整
碩士 約38K-50K，依個人能力專長調整

【需求人數】
1人

【聯絡人/連絡方式】
意者請備齊下列文件影本，郵寄至以下信箱:
劉先生 
來信主旨請註明:「應徵研究助理_○○○(姓名)」。

1.履歷表（不限格式，需含基本資料、學歷、工作經歷、個人專長、自傳等，並加註日間
聯絡電話）。
2.最高學歷畢業證書。
3.其他證書或優良事蹟並檢附佐證資料。

擇優錄取，或未獲錄取者，恕不另行通知，所送資料不予退還。
若有需要任何諮詢，請直接以e-mail聯繫。

【其他】
其他聯絡事宜請站內信或寄信到
(代PO回信較不即時，用email聯絡佳)

--
"
看板 job,https://www.ptt.cc/bbs/job/M.1611023799.A.31B.html,MLH (),[南部] 國教署專案助理,Tue Jan 19 10:36:37 2021,3,"
請問各位前輩

如果是國教署專案助理薪水

是依學歷敘薪

但是像公務員先領嗎

還是跟私人公司一樣是後領

有知道的前輩幫忙分享一下   感謝







請各位資方配合遵守。














        沒有內容 會被刪文




















     請勿寫勞健保 無勞健保是違法的
     此欄請寫額外的福利






月薪未達24000元 會被刪文
時薪工作請貼Part-Time板










--
"
看板 job,https://www.ptt.cc/bbs/job/M.1611019422.A.218.html,thepei (pei),[台北] 社團法人台灣急診醫學會徵駐點研究助理,Tue Jan 19 09:23:40 2021,0,"


「」、




【公司名稱】社團法人台灣急診醫學會

【工作職缺】計畫研究助理（聘用期間至110年12月31日）

【工作內容】
(一)    資料蒐集、核對、彙整及統計分析等相關事務。
(二)    負責計畫進度追蹤管考、協調等相關業務。
(三)    國際間毒藥物監測機制與濫用藥物趨勢等相關文獻蒐集彙整。
(四)    其他臨時交辦事項。

【徵求條件】
(一)國內外大學醫藥、生物、化學、公共衛生、營養、生物科技、生命科學等相關科系畢
業，具學士學位以上者。
(二)熟悉流行病學、生物統計、具有全民英檢初級(或相同等級之英語能力考試及格)以上
者尤佳。
(三)工作積極進取、認真負責、具學習熱誠者、主動服務熱忱及溝通協調能力者。

【工作地點】台北市南港區昆陽街161號（台北捷運昆陽站）

【工作時間】上午8:30至下午5:30(中午用餐時間12:00-13:00）

【月休】周休二日，國定假日

【公司福利】年終獎金1.5個月全薪（依年度在職比例估算）。

【薪資範圍】薪資待遇依「衛生福利部及所屬機關研究計畫助理人員工作酬金支給基準表
」及相關資歷核薪，例如：碩士級無相關經驗者為37,120元/月、具相關經驗二年者為38,
930元。

【需求人數】正取1名，備取名額1名。(備用期間3個月)

【聯絡人/連絡方式】
1.      聯絡人：秘書處黃主任/電話：(02)2371-9817轉11
2.      請以郵寄或email方式提供履歷
-       郵寄：10041台北巿中正區忠孝西路一段50號12樓之35
台灣急診醫學會(信封上請註明「應徵研究助理」)
-       E-mail：
(標題請註明「應徵研究助理」)
3.      資格符合者會以電話聯絡面試，未通過審查者不另行通知。

--
"
看板 job,https://www.ptt.cc/bbs/job/M.1611018059.A.A70.html,divinevil335 (萭),[南部] 成大醫工所誠徵專任研究助理,Tue Jan 19 09:00:57 2021,0,"
job版禁止張貼違反「就業服務法」、「性別平等工作法」、「勞基法」與其他法律之文
章
發文者已同意一切遵循現行法律，並確知文責自負。本工作確實勞健保!
此兩行刪除，文章會被刪除不另通知。


【公司名稱】

國立成功大學/生物醫學工程學系

【工作職缺】

碩士級或學士級 專任研究助理一名

【工作內容】

執行教育部計畫收案、數據處理及分析、報告撰寫以及主管交辦之相關事項。

【徵求條件】

1. 國內外碩士或學士畢業，理工相關科系為佳。
2. 具問題解決能力、應變能力以及良好的溝通能力
3. 重視團隊合作，認真負責
4. 有耐心，可與幼兒有良好互動
5. 熟悉基本文書處理軟體(WORD, EXCEL, POWERPOINT, PDF)，尤其有程式語言能力者為
佳

【工作地點】

成功大學生物醫學工程學系，以及隨計畫需求至台南市各幼兒園所收案。

【工作時間】

周一至周五, 08:30-17:30, 午休一小時 (可彈性微調)
即日起可上班

【月休】

週休二日，依政府國定休假

【公司福利】

年終獎金1.5個月，依在職月份比例計算

【薪資範圍】

起薪比照學校標準，享勞健保與勞退、另有年終至多1.5個月
碩士級第一年 37410/月、學士級第一年33045/月
公提勞健保另計

備註: 具相關實務經驗之專業領域人員，可採第三年之薪點。

【需求人數】

1人

【聯絡人/連絡方式】

聯絡人：鄭博士
聯絡電話：06-2757575#63422
聯絡信箱：

申請者請備妥下列資料寄至 
（主旨請註明「應徵專案研究助理_姓名」）
1.電子檔履歷表(含基本資料、照片、專長、學經歷)
2.學位證書

【其他備註】

1.履歷資料符合者將進一步通知面談，找到合適者將提早結束履歷徵求。
2.通過書面審查後電話通知面試，資格不符者將不另行通知。

--
"
看板 job,https://www.ptt.cc/bbs/job/M.1611016803.A.404.html,abhao (..加油...),[高雄] 高雄榮民總民醫院,Tue Jan 19 08:40:01 2021,0,"




請各位資方配合遵守。







   高雄榮民總民醫院



   學士級研究助理(2名)




  第一位:
    1.協助臨床收案/問卷
    2.協助整理臨床資料與統計分析
    3.協助行政業務/與交辦事項
  第二位:
    1.分子生物技術
    2.臨床收案
    3.協助人體生物資料庫相關作業






    大學畢業(醫管,醫檢,公衛,護理...等相關背景佳)



    高雄榮民總醫院



     周一至周五 早上8點至下午5點30分(中間午休1.5小時)





      周休二日、依醫院內公告之行事曆


     請勿寫勞健保 無勞健保是違法的
     此欄請寫額外的福利

      依照醫院相關規定(如免掛號費,員工福利)




       每月 32,000元－34,000元 (依學歷與工作經驗調整)



       2名



       mail:  / 站內寄信
            請註明(應徵專任研究助理)



--
"
看板 medstudent,https://www.ptt.cc/bbs/medstudent/M.1611034136.A.A5E.html,knightrider (knightrider),[交易] 家庭醫學第四版,Tue Jan 19 13:28:54 2021,0,"
 家庭醫學第四版(有鉛筆畫記和被我拆成二冊) 售400
 另外找到不小心多買的家庭醫學第四版(沒拆 有螢光筆畫記) 售600

以上不含運(皆採店到店+60)
有需要的站內信聯絡吧

專科難度已提高 建議提早準備以免中箭落馬.....

--
"
看板 medstudent,https://www.ptt.cc/bbs/medstudent/M.1611026049.A.97E.html,Apres17 (Apres),[交易]賣藥理精要 華盛頓內科 Oxford內科 Barr's,Tue Jan 19 11:14:07 2021,1,"

便宜出售以下書籍


臨床藥理精要
全新無劃記
欲售200

華盛頓內科手冊
第33版，八成新，劃記小於20頁
欲售200

Oxford Handbook of Clinical Medicine
第八版，九成新，劃記小於20頁，有包透明書套
欲售300

Barr's The Human Nervous System
第八版，七成新，劃記目測約40頁
欲售200

輸液治療原則（台灣大塚主編）
九成新，無劃記
欲售100

希望雙北面交，郵寄至少買兩本，運費自付
意者私訊或寄信至
感謝

--
"
看板 medstudent,https://www.ptt.cc/bbs/medstudent/M.1611025033.A.4A7.html,kavok (jack chen),[討論]  波波,Tue Jan 19 10:57:11 2021,23,"
請教一下各位先進，好幾年前說要讓波波 ，西西那些也要參加學歷甄試的法案怎麼都沒
消沒息了？有人知道進度嗎？

--
"
看板 medstudent,https://www.ptt.cc/bbs/medstudent/M.1610994690.A.E2C.html,sunnycream (陽光奶油),[討論] 一般科醫師開業,Tue Jan 19 02:31:28 2021,62,"
小弟我是兒科醫師

目前在診所受僱 第三年

今年合約最後一年

再想要不要開業

目前生活大約一個月看36診 月薪400股台積電

因為沒什麼特殊專長  大概也只能看感冒拉肚子

未來如果跟朋友一起開業 兩人分擔80診

一個人也要看40診。 如果總共看一千八百張

一張營收500扣掉成本 可能月薪500股台積電

最近老闆問我要不要再簽約  我是不是繼續簽下去比較好

謝謝大家

--
"
看板 medstudent,https://www.ptt.cc/bbs/medstudent/M.1610990065.A.928.html,tjda2916 (若飛),[交易] 賣書/圖解神經醫學及神經外科學第五版,Tue Jan 19 01:14:22 2021,0,"

圖解神經醫學及神經外科學第五版



9成9新，僅拆封無劃記，原價990售920

店到店或宅配

-----
Sent from JPTT on my Samsung SM-N950F.

--
"
看板 outdoorgear,https://www.ptt.cc/bbs/outdoorgear/M.1586327464.A.FA5.html,aries417 (路人甲),[公告] 優惠碼/卡號分享及徵求請在此篇推文,Wed Apr  8 14:31:02 2020,37,"

優惠卷優惠碼的分享及徵求請在此篇推文
避免影響討論版面


--
"
看板 outdoorgear,https://www.ptt.cc/bbs/outdoorgear/M.1493265875.A.522.html,SYOTEN (曠工的礦工),[公告] 提供或徵求代購服務請在此篇推文,Thu Apr 27 12:04:31 2017,983,"
近年來代購文在板上的比例，加上代購仍屬於營利行為，
已有不少版友反應影響討論品質。

因此即日起提供或徵求代購服務請到此篇置底文推文，
若有詳細代購方案則請貼上外部連結供版友參考。

但是折扣碼及卡號的優惠分享部分則維持原樣，
不分國內外都請推文在另一篇置底文。
至於其餘特價資訊則維持暫時觀察。

--
"
